CellType,annotLevel,p,fold_change,sd_from_mean,GeneSet,Study,Species
SMC,1,0.9618,0.8984505930778289,-1.6757211786153297,Oligodendrocyte,DRONC_mouse,mouse
astrocytes_ependymal,1,1,0.470452277764418,-4.054748265671027,S1_Pyramidal,allKI,mouse
Dopaminergic Adult,1,0.0086,1.226195847956858,2.7173443003906073,S1_Pyramidal,allKI,mouse
Dopaminergic Neuroblast,1,0.9545,0.8186830871168312,-1.5099771621262381,S1_Pyramidal,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.8334,0.9052848445864339,-0.9420433455640964,S1_Pyramidal,allKI,mouse
Embryonic GABAergic Neuron,1,0.0559,1.110131653096864,1.618735678044457,S1_Pyramidal,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.5646,0.9804651291506616,-0.22573216690346082,S1_Pyramidal,allKI,mouse
endothelial-mural,1,0.9999,0.5619200588868093,-2.846977641227537,S1_Pyramidal,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.3307,1.0311710578346507,0.3830385896781673,S1_Pyramidal,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.2376,1.0460719374087213,0.6501782083837404,S1_Pyramidal,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.3584,1.0231916345126026,0.26386856977393214,S1_Pyramidal,allKI,mouse
interneurons,1,0.0946,1.0940950443662125,1.3356872611563513,S1_Pyramidal,allKI,mouse
Medium Spiny Neuron,1,0,1.9155203440903033,7.4461904104287875,S1_Pyramidal,allKI,mouse
microglia,1,0.9999,0.45680232912998814,-2.857573396920659,S1_Pyramidal,allKI,mouse
Neural Progenitors,1,1,0.5861539262233425,-3.6200129016204636,S1_Pyramidal,allKI,mouse
Neuroblasts,1,0.9997,0.749544988351895,-2.700975911491604,S1_Pyramidal,allKI,mouse
Oligodendrocyte Precursor,1,1,0.5873733434967405,-3.5333776258554823,S1_Pyramidal,allKI,mouse
Oligodendrocytes,1,1,0.35366385607336515,-4.747499432886514,S1_Pyramidal,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.9007,0.896597906609378,-1.2500476354474601,S1_Pyramidal,allKI,mouse
pyramidal CA1,1,0.2836,1.0382840362554566,0.5435914648088612,S1_Pyramidal,allKI,mouse
pyramidal SS,1,0,3.5611677979766654,35.906576677009795,S1_Pyramidal,allKI,mouse
Radial glia like cells,1,1,0.6233472167314426,-3.779525640820174,S1_Pyramidal,allKI,mouse
Serotonergic Neuron,1,0.1939,1.0764699009533603,0.8193405398594987,S1_Pyramidal,allKI,mouse
Striatal Interneuron,1,0.001,1.370150602361336,3.5910236101404527,S1_Pyramidal,allKI,mouse
Vascular Leptomeningeal Cells,1,0.9812,0.6264011575364291,-1.7755805799339892,S1_Pyramidal,allKI,mouse
ASC,1,0.999,0.7685683901225829,-2.7564661789555496,S1_Pyramidal,DRONC_mouse,mouse
ChP,1,0.9994,0.6640857744665185,-2.8685114242295207,S1_Pyramidal,DRONC_mouse,mouse
END,1,0.9999,0.6673256789242917,-3.346483935025622,S1_Pyramidal,DRONC_mouse,mouse
exCA,1,0.0013,1.2054786873289067,3.1422598838804547,S1_Pyramidal,DRONC_mouse,mouse
exDG,1,0,1.281753553930968,4.074695349526647,S1_Pyramidal,DRONC_mouse,mouse
exPFC,1,0,2.5767885440045037,26.296501948902073,S1_Pyramidal,DRONC_mouse,mouse
GABA,1,0,1.4484062176839283,6.49570726415566,S1_Pyramidal,DRONC_mouse,mouse
MG,1,1e-4,1.3370186855393047,4.258988379401287,S1_Pyramidal,DRONC_mouse,mouse
ODC,1,0.9998,0.6754558567426984,-3.133156852741478,S1_Pyramidal,DRONC_mouse,mouse
OPC,1,0.2071,1.0679266448255482,0.8063264018519493,S1_Pyramidal,DRONC_mouse,mouse
SMC,1,0,1.5984732928734837,7.629379655520584,S1_Pyramidal,DRONC_mouse,mouse
ASC,1,0,2.9788349482265994,22.014211633666246,Astrocyte,DRONC_human,human
END,1,0.8892,0.8699962181534079,-1.2037313079093315,Astrocyte,DRONC_human,human
exCA,1,0.9872,0.8678438979918448,-2.1585121938006546,Astrocyte,DRONC_human,human
exDG,1,0.9897,0.8504376406731093,-2.191973163573054,Astrocyte,DRONC_human,human
exPFC,1,0.9589,0.8987018987720599,-1.6866060101823337,Astrocyte,DRONC_human,human
GABA,1,0.7852,0.9463316422206988,-0.7919112202467922,Astrocyte,DRONC_human,human
MG,1,0.5837,0.9625501931532487,-0.2616723143476269,Astrocyte,DRONC_human,human
NSC,1,0,1.4543113626910034,4.610051061424666,Astrocyte,DRONC_human,human
ODC,1,0.1145,1.138272138038582,1.216785461268558,Astrocyte,DRONC_human,human
OPC,1,0,1.9558983111612054,9.214227686934784,Astrocyte,DRONC_human,human
Astrocyte,1,0,2.368609872871118,16.073870794647494,Astrocyte,AIBS2019,human
Endothelial cell,1,0.7255,0.9098124758373837,-0.6216360576377388,Astrocyte,AIBS2019,human
GABAergic,1,1,0.67604209383237,-4.522936750546765,Astrocyte,AIBS2019,human
Glutamatergic,1,1,0.6255574191253246,-5.091804757791777,Astrocyte,AIBS2019,human
Microglia,1,0.8954,0.8564092794885144,-1.2495511109288566,Astrocyte,AIBS2019,human
OPC,1,0,1.4012419377055756,5.1352723756824865,Astrocyte,AIBS2019,human
Oligodendrocyte,1,0.7975,0.924866801034595,-0.8259717833666183,Astrocyte,AIBS2019,human
ASC,1,0.9969,0.8344056364766682,-2.4636026867371066,CA1_Pyramidal,DRONC_human,human
END,1,1,0.6706100795400843,-4.007850899979561,CA1_Pyramidal,DRONC_human,human
exCA,1,0,1.6977828477310957,14.55985006002355,CA1_Pyramidal,DRONC_human,human
exDG,1,0,1.5481140576643229,10.499862155769273,CA1_Pyramidal,DRONC_human,human
exPFC,1,0,1.2873886207689564,6.195707456898412,CA1_Pyramidal,DRONC_human,human
GABA,1,0,1.239280866763824,4.581722781985868,CA1_Pyramidal,DRONC_human,human
MG,1,0.9999,0.6616502281135488,-3.109843197223642,CA1_Pyramidal,DRONC_human,human
NSC,1,0.9946,0.8213147917485261,-2.403454146664332,CA1_Pyramidal,DRONC_human,human
ODC,1,0.9998,0.7459860693629028,-2.964500324623407,CA1_Pyramidal,DRONC_human,human
OPC,1,0.3664,1.0240486451845756,0.30343904883475054,CA1_Pyramidal,DRONC_human,human
Astrocyte,1,0.9838,0.8609998859970569,-2.1084541209306646,CA1_Pyramidal,AIBS2019,human
Endothelial cell,1,0.8795,0.8709701624716466,-1.1570735075373735,CA1_Pyramidal,AIBS2019,human
GABAergic,1,0,1.4163368465427302,7.656233695821508,CA1_Pyramidal,AIBS2019,human
Glutamatergic,1,0,1.479160495179661,8.754028179840047,CA1_Pyramidal,AIBS2019,human
Microglia,1,1,0.5979049923111892,-4.589882762463118,CA1_Pyramidal,AIBS2019,human
OPC,1,4e-4,1.2017997479048157,3.374021808938271,CA1_Pyramidal,AIBS2019,human
Oligodendrocyte,1,0.9981,0.8211642786920844,-2.6383674147382656,CA1_Pyramidal,AIBS2019,human
ASC,1,0.3349,1.0286027104640432,0.3933439415378443,Endothelial,DRONC_human,human
END,1,0,3.2728551684884577,26.413056941084058,Endothelial,DRONC_human,human
exCA,1,1,0.7383222271537846,-5.143367567886947,Endothelial,DRONC_human,human
exDG,1,1,0.6607879419995585,-6.025581679521464,Endothelial,DRONC_human,human
exPFC,1,1,0.7130487790755763,-5.829259126237834,Endothelial,DRONC_human,human
GABA,1,1,0.6996549352519552,-5.318334150808316,Endothelial,DRONC_human,human
MG,1,0.5603,0.9751741169848791,-0.20723890815059243,Endothelial,DRONC_human,human
NSC,1,0.9391,0.8777526038082484,-1.5333385684852059,Endothelial,DRONC_human,human
ODC,1,0.6809,0.953397790979426,-0.5067920052675573,Endothelial,DRONC_human,human
OPC,1,0.9859,0.8315066815063135,-2.036177825366679,Endothelial,DRONC_human,human
Astrocyte,1,0.7559,0.9498250042606144,-0.7086070033964863,Endothelial,AIBS2019,human
Endothelial cell,1,0,3.336682754652703,19.610268708880003,Endothelial,AIBS2019,human
GABAergic,1,1,0.6582174354997788,-5.71483209793665,Endothelial,AIBS2019,human
Glutamatergic,1,1,0.6679854958432805,-5.493519776924427,Endothelial,AIBS2019,human
Microglia,1,0.0964,1.122463038015484,1.324734119342405,Endothelial,AIBS2019,human
OPC,1,0.9999,0.7812631610802304,-3.452934929984908,Endothelial,AIBS2019,human
Oligodendrocyte,1,0.9968,0.8087896396462293,-2.608830769085422,Endothelial,AIBS2019,human
ASC,1,0.0676,1.0986664032605566,1.5192455168840793,Ependymal,DRONC_human,human
END,1,1,0.7328413342275957,-3.512220533136839,Ependymal,DRONC_human,human
exCA,1,0.9997,0.8454167937377072,-3.342085796812714,Ependymal,DRONC_human,human
exDG,1,1,0.8173752952889927,-3.6386014397598947,Ependymal,DRONC_human,human
exPFC,1,1,0.7733128126630756,-5.0373133699900174,Ependymal,DRONC_human,human
GABA,1,1,0.7560597882526725,-4.766366562975211,Ependymal,DRONC_human,human
MG,1,0.9993,0.6988335214432342,-2.8180372790269326,Ependymal,DRONC_human,human
NSC,1,0,3.275244186858396,31.646617568359847,Ependymal,DRONC_human,human
ODC,1,1,0.684366458217886,-3.876603863766792,Ependymal,DRONC_human,human
OPC,1,0.9446,0.8859358348336985,-1.5261739635969138,Ependymal,DRONC_human,human
Astrocyte,1,0,1.5590843151808873,8.77320555277395,Ependymal,AIBS2019,human
Endothelial cell,1,0.3402,1.040449915864544,0.3855131862648995,Ependymal,AIBS2019,human
GABAergic,1,0.0286,1.101237061857157,1.9552806230512698,Ependymal,AIBS2019,human
Glutamatergic,1,0,1.2971566831951784,5.532240235631051,Ependymal,AIBS2019,human
Microglia,1,0.99,0.8195672483890262,-2.193356309497039,Ependymal,AIBS2019,human
OPC,1,0.6578,0.9759465159304613,-0.42681825439788657,Ependymal,AIBS2019,human
Oligodendrocyte,1,0.999,0.8107356660449239,-2.91012497172317,Ependymal,AIBS2019,human
ASC,1,0.9732,0.872287217607685,-1.8194204087914831,Interneuron,DRONC_human,human
END,1,1,0.5319210141530931,-5.450936954506512,Interneuron,DRONC_human,human
exCA,1,4e-4,1.1847268467583554,3.69474071613949,Interneuron,DRONC_human,human
exDG,1,0.0024,1.1595550257237797,2.9172083883440063,Interneuron,DRONC_human,human
exPFC,1,0,1.2847509463302724,5.8809411622405845,Interneuron,DRONC_human,human
GABA,1,0,2.597226499754412,28.394987190570788,Interneuron,DRONC_human,human
MG,1,0.9999,0.6123229204596368,-3.334570135923811,Interneuron,DRONC_human,human
NSC,1,0.9997,0.7485100865719476,-3.226994128007997,Interneuron,DRONC_human,human
ODC,1,0.9992,0.7602690703844786,-2.6549170894160117,Interneuron,DRONC_human,human
OPC,1,0.0221,1.183196184276972,2.254680368356784,Interneuron,DRONC_human,human
Astrocyte,1,1,0.6744641531679427,-4.611130929307356,Interneuron,AIBS2019,human
Endothelial cell,1,0.9998,0.6065559330344585,-3.349604072859886,Interneuron,AIBS2019,human
GABAergic,1,0,2.2899773334351328,22.262340465887764,Interneuron,AIBS2019,human
Glutamatergic,1,0.0148,1.129832031539759,2.212926371577884,Interneuron,AIBS2019,human
Microglia,1,1,0.6255276848567973,-4.098570490852573,Interneuron,AIBS2019,human
OPC,1,0.0094,1.1493984041117111,2.3958890575118765,Interneuron,AIBS2019,human
Oligodendrocyte,1,1,0.7273357767586924,-3.7787425287084155,Interneuron,AIBS2019,human
ASC,1,0.9865,0.8534528376917699,-2.101071555692726,Microglia,DRONC_human,human
END,1,0.0643,1.1259721530163749,1.561744452411757,Microglia,DRONC_human,human
exCA,1,1,0.7049701730516649,-5.9636633776513,Microglia,DRONC_human,human
exDG,1,1,0.6663331514579962,-6.220747075761507,Microglia,DRONC_human,human
exPFC,1,1,0.6842648560107975,-6.57958177660085,Microglia,DRONC_human,human
GABA,1,1,0.6704582005612927,-6.131839761747234,Microglia,DRONC_human,human
MG,1,0,6.067502783619209,42.79215206568144,Microglia,DRONC_human,human
NSC,1,0.9987,0.7919082084498551,-2.7059863369118413,Microglia,DRONC_human,human
ODC,1,0.999,0.75753125688734535,-2.705699919204246,Microglia,DRONC_human,human
OPC,1,0.9575,0.8716261158239001,-1.6172887005987382,Microglia,DRONC_human,human
Astrocyte,1,1,0.5936549878246091,-6.0064582170995955,Microglia,AIBS2019,human
Endothelial cell,1,0.9801,0.7761069452819868,-1.9855216126798338,Microglia,AIBS2019,human
GABAergic,1,1,0.4901367489758746,-8.959900625237474,Microglia,AIBS2019,human
Glutamatergic,1,1,0.48516431900670576,-8.89344996929139,Microglia,AIBS2019,human
Microglia,1,0,4.238195799264708,36.63778450909466,Microglia,AIBS2019,human
OPC,1,1,0.6266737621179234,-6.1740980750848475,Microglia,AIBS2019,human
Oligodendrocyte,1,1,0.5933333304454599,-5.896421476942702,Microglia,AIBS2019,human
ASC,1,0.0072,1.3096486530284515,2.8480486891532713,Mural,DRONC_human,human
END,1,0,1.7391328235754673,5.656209927465021,Mural,DRONC_human,human
exCA,1,0.9051,0.9027257055595181,-1.2931072688389154,Mural,DRONC_human,human
exDG,1,0.9607,0.8544960279894835,-1.7172044579498724,Mural,DRONC_human,human
exPFC,1,0.956,0.8778299953140233,-1.6520223574629176,Mural,DRONC_human,human
GABA,1,0.9995,0.7524278774556628,-2.94855587886791,Mural,DRONC_human,human
MG,1,0.7595,0.8693240928915649,-0.7385574429682719,Mural,DRONC_human,human
NSC,1,0.4186,1.0211793938262907,0.17682279329441286,Mural,DRONC_human,human
ODC,1,0.8663,0.8512618404031201,-1.0791236295544482,Mural,DRONC_human,human
OPC,1,0.4437,1.0051129544005113,0.03841092928147857,Mural,DRONC_human,human
Astrocyte,1,0.1364,1.119609462589929,1.115707786265292,Mural,AIBS2019,human
Endothelial cell,1,0.0033,1.5556786216134575,3.0754858045683977,Mural,AIBS2019,human
GABAergic,1,0.7965,0.9268837854237123,-0.833950112510617,Mural,AIBS2019,human
Glutamatergic,1,0.838,0.913200301117984,-0.9786999471400247,Mural,AIBS2019,human
Microglia,1,0.5881,0.9619393857498223,-0.2617261522482054,Mural,AIBS2019,human
OPC,1,0.3737,1.0293470261149513,0.30421446012408965,Mural,AIBS2019,human
Oligodendrocyte,1,0.4409,1.0123158771076464,0.11256512682991217,Mural,AIBS2019,human
ASC,1,0.0384,1.1158693434450893,1.8304859880984574,Oligodendrocyte,DRONC_human,human
END,1,0.5868,0.9825238898910486,-0.2309492395912084,Oligodendrocyte,DRONC_human,human
exCA,1,0.3325,1.0190027224462022,0.41849699439817184,Oligodendrocyte,DRONC_human,human
exDG,1,0.5556,0.9924801274798719,-0.14971005056752848,Oligodendrocyte,DRONC_human,human
exPFC,1,0.7216,0.9738416685553786,-0.5934704140682882,Oligodendrocyte,DRONC_human,human
GABA,1,0.9427,0.9231404968913259,-1.536334381935553,Oligodendrocyte,DRONC_human,human
MG,1,0.8216,0.9027531745316061,-0.9224675069255058,Oligodendrocyte,DRONC_human,human
NSC,1,0.6379,0.9733551447100822,-0.37599993522805375,Oligodendrocyte,DRONC_human,human
ODC,1,0,3.9772187018120637,35.39785798303172,Oligodendrocyte,DRONC_human,human
OPC,1,0,1.6098834554482737,8.118904837735066,Oligodendrocyte,DRONC_human,human
Astrocyte,1,0.9914,0.8557393081723293,-2.297176080180321,Oligodendrocyte,AIBS2019,human
Endothelial cell,1,0.9327,0.8443685119637455,-1.4728729792724,Oligodendrocyte,AIBS2019,human
GABAergic,1,1,0.7040796995197979,-5.643547013076534,Oligodendrocyte,AIBS2019,human
Glutamatergic,1,1,0.7161900155324941,-5.209253119411887,Oligodendrocyte,AIBS2019,human
Microglia,1,0.9997,0.744585167836232,-3.102480397798796,Oligodendrocyte,AIBS2019,human
OPC,1,0.0071,1.140345125037633,2.4606376178385085,Oligodendrocyte,AIBS2019,human
Oligodendrocyte,1,0,2.996821216044429,30.515747089811374,Oligodendrocyte,AIBS2019,human
ASC,1,0.9989,0.7802775811723164,-2.6746649580408053,S1_Pyramidal,DRONC_human,human
END,1,1,0.576155205128443,-4.133611109654797,S1_Pyramidal,DRONC_human,human
exCA,1,0.0013,1.1920034225015974,3.192068830078512,S1_Pyramidal,DRONC_human,human
exDG,1,3e-4,1.2495686215162796,3.787349794654102,S1_Pyramidal,DRONC_human,human
exPFC,1,0,1.8764791669825798,15.150156695718568,S1_Pyramidal,DRONC_human,human
GABA,1,0,1.2967316624536511,4.5486285740783785,S1_Pyramidal,DRONC_human,human
MG,1,0.9981,0.665596561212164,-2.431034354923128,S1_Pyramidal,DRONC_human,human
NSC,1,0.9993,0.7169982123761411,-3.0406090364739375,S1_Pyramidal,DRONC_human,human
ODC,1,1,0.5760284533306145,-3.93939804523437,S1_Pyramidal,DRONC_human,human
OPC,1,0.6755,0.9514018238622823,-0.4973207679488028,S1_Pyramidal,DRONC_human,human
Astrocyte,1,0.9997,0.7194017323990873,-3.3863453488815063,S1_Pyramidal,AIBS2019,human
Endothelial cell,1,0.9945,0.6612670110529378,-2.426052175473382,S1_Pyramidal,AIBS2019,human
GABAergic,1,0,1.319222674848608,4.770025435691191,S1_Pyramidal,AIBS2019,human
Glutamatergic,1,0,1.8962860807748436,12.97116919645184,S1_Pyramidal,AIBS2019,human
Microglia,1,1,0.5732192848450198,-3.874222716507827,S1_Pyramidal,AIBS2019,human
OPC,1,0.0976,1.0991443846480986,1.3077110176393258,S1_Pyramidal,AIBS2019,human
Oligodendrocyte,1,1,0.65714162589482,-3.988925378079629,S1_Pyramidal,AIBS2019,human
