CellType,annotLevel,p,fold_change,sd_from_mean,GeneSet,Study,Species
Embryonic midbrain nucleus neurons,1,0.021,2.2369491770814114,2.4241840223695603,TPM:Adult-In6,allKI,mouse
endothelial-mural,1,0.9576,0.18480345008528307,-0.8133153360674612,TPM:Adult-In6,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.9087,0.43848270405985756,-1.0399053001786929,TPM:Adult-In6,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.9851,0.29706958373982106,-1.272949442771557,TPM:Adult-In6,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.0245,3.9051488386030524,3.9083623480508756,TPM:Adult-In6,allKI,mouse
interneurons,1,4e-4,3.5535597635218723,5.808020708830557,TPM:Adult-In6,allKI,mouse
Medium Spiny Neuron,1,0.9529,0.22017158446047164,-0.8948738461164244,TPM:Adult-In6,allKI,mouse
microglia,1,0.8286,0.25605421807582923,-0.6418154990350846,TPM:Adult-In6,allKI,mouse
Neural Progenitors,1,0.9695,0.20700319326418265,-1.067673954592506,TPM:Adult-In6,allKI,mouse
Neuroblasts,1,0.9427,0.36792777717205316,-0.8148989920900086,TPM:Adult-In6,allKI,mouse
Oligodendrocyte Precursor,1,0.5921,0.7628821041460917,-0.355456176299896,TPM:Adult-In6,allKI,mouse
Oligodendrocytes,1,0.4746,0.7430067621646926,-0.3054640665864952,TPM:Adult-In6,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.9612,0.33813535109234605,-1.2826299681705284,TPM:Adult-In6,allKI,mouse
pyramidal CA1,1,0.9943,0.2008363803541056,-1.6222902081025723,TPM:Adult-In6,allKI,mouse
pyramidal SS,1,0.972,0.3596169424264171,-1.4385542646978833,TPM:Adult-In6,allKI,mouse
Radial glia like cells,1,0.9279,0.3694202571330706,-0.9863815184339233,TPM:Adult-In6,allKI,mouse
Serotonergic Neuron,1,0.8902,0.44547958059813725,-0.9075024586168727,TPM:Adult-In6,allKI,mouse
Striatal Interneuron,1,0.0076,4.730431090203526,5.038649026261228,TPM:Adult-In6,allKI,mouse
Vascular Leptomeningeal Cells,1,0.5509,0.39869692172475657,-0.43707626972563285,TPM:Adult-In6,allKI,mouse
ASC,1,0.5215,0.8480486620336309,-0.271649590227795,TPM:Adult-In6,DRONC_mouse,mouse
ChP,1,0.1047,2.0889682079072935,1.462668366822956,TPM:Adult-In6,DRONC_mouse,mouse
END,1,0.3942,0.9887101192527288,-0.01868279495967715,TPM:Adult-In6,DRONC_mouse,mouse
exCA,1,0.9889,0.20571041759180436,-1.8038732427163264,TPM:Adult-In6,DRONC_mouse,mouse
exDG,1,0.9805,0.25174268045929915,-1.6511035315478797,TPM:Adult-In6,DRONC_mouse,mouse
exPFC,1,0.959,0.3952151500168792,-1.5260292388433125,TPM:Adult-In6,DRONC_mouse,mouse
GABA,1,0.0013,3.0468856311000323,4.558260567368863,TPM:Adult-In6,DRONC_mouse,mouse
MG,1,0.987,0.23411596315721261,-1.468656055481901,TPM:Adult-In6,DRONC_mouse,mouse
ODC,1,0.9899,0.12483392794459662,-1.335308233320129,TPM:Adult-In6,DRONC_mouse,mouse
OPC,1,0.0281,2.363987788329951,2.4604131537298635,TPM:Adult-In6,DRONC_mouse,mouse
SMC,1,0.3301,1.0848058882083749,0.16399763080552618,TPM:Adult-In6,DRONC_mouse,mouse
astrocytes_ependymal,1,0.3701,1.0053141348453813,0.009591031507694324,TPM:Adult-In7,allKI,mouse
Dopaminergic Adult,1,0.9921,0.45266720083874107,-1.6561163772325034,TPM:Adult-In7,allKI,mouse
Dopaminergic Neuroblast,1,0.4272,1.0012184487006102,0.0030293109999968803,TPM:Adult-In7,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.4033,0.9942180287427496,-0.014282699370508856,TPM:Adult-In7,allKI,mouse
Embryonic GABAergic Neuron,1,0.489,0.979149796608388,-0.07737474517556499,TPM:Adult-In7,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.6761,0.8246972695346777,-0.47163900062144776,TPM:Adult-In7,allKI,mouse
endothelial-mural,1,0.9082,0.43906918322421695,-0.8794286652620318,TPM:Adult-In7,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.9915,0.4382033240662824,-1.6914050733155124,TPM:Adult-In7,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.911,0.7180793650877677,-1.2380022226803984,TPM:Adult-In7,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.9572,0.6533075647044813,-1.4967005556653779,TPM:Adult-In7,allKI,mouse
interneurons,1,0.9806,0.5486811717127883,-1.6451799442816297,TPM:Adult-In7,allKI,mouse
Medium Spiny Neuron,1,0.8648,0.5997554664649429,-0.8948166311812394,TPM:Adult-In7,allKI,mouse
microglia,1,0.1103,2.254321762469851,1.431385043192421,TPM:Adult-In7,allKI,mouse
Neural Progenitors,1,0.6609,0.7344777052034891,-0.5285117817825762,TPM:Adult-In7,allKI,mouse
Neuroblasts,1,0.7875,0.7483706804515078,-0.6253955193770488,TPM:Adult-In7,allKI,mouse
Oligodendrocyte Precursor,1,0.716,0.7559911268946963,-0.6243170836795845,TPM:Adult-In7,allKI,mouse
Oligodendrocytes,1,0.7324,0.6331253076814025,-0.6450949251254492,TPM:Adult-In7,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.6068,0.8822088909198419,-0.36222520989979995,TPM:Adult-In7,allKI,mouse
pyramidal CA1,1,0.9991,0.337171672010334,-2.4198684269519757,TPM:Adult-In7,allKI,mouse
pyramidal SS,1,0.8483,0.7194052643595676,-0.9644066566212488,TPM:Adult-In7,allKI,mouse
Radial glia like cells,1,0.8951,0.5879105000456878,-0.9433972239198052,TPM:Adult-In7,allKI,mouse
Serotonergic Neuron,1,0.0433,1.6746505182531257,1.632540911294272,TPM:Adult-In7,allKI,mouse
Striatal Interneuron,1,0.8975,0.6234597474521424,-1.0225678060093764,TPM:Adult-In7,allKI,mouse
Vascular Leptomeningeal Cells,1,0.0761,2.4036146619097836,1.509708523959063,TPM:Adult-In7,allKI,mouse
ASC,1,0.7699,0.7588181990779861,-0.7414570495070453,TPM:Adult-In7,DRONC_mouse,mouse
ChP,1,0.1407,1.5737035956756305,1.127183002380343,TPM:Adult-In7,DRONC_mouse,mouse
END,1,0.9515,0.4691985394533323,-1.269093911803284,TPM:Adult-In7,DRONC_mouse,mouse
exCA,1,0.7649,0.8145092638249459,-0.7279896234284305,TPM:Adult-In7,DRONC_mouse,mouse
exDG,1,0.0713,1.4270436991620505,1.5361947676885086,TPM:Adult-In7,DRONC_mouse,mouse
exPFC,1,0.666,0.8932546052728514,-0.44688963161928946,TPM:Adult-In7,DRONC_mouse,mouse
GABA,1,0.0193,1.5960312296720185,2.3740252785424025,TPM:Adult-In7,DRONC_mouse,mouse
MG,1,0.0643,1.4495498821696708,1.5505442852081284,TPM:Adult-In7,DRONC_mouse,mouse
ODC,1,0.9282,0.5262276692994449,-1.1755638837002211,TPM:Adult-In7,DRONC_mouse,mouse
OPC,1,0.1536,1.2981136891344573,0.9003654646449925,TPM:Adult-In7,DRONC_mouse,mouse
SMC,1,0.5269,0.9377642214087266,-0.20302059879791992,TPM:Adult-In7,DRONC_mouse,mouse
astrocytes_ependymal,1,0.119,1.7384240543115173,0.7597427096994369,TPM:Adult-In8,allKI,mouse
Dopaminergic Adult,1,0.9863,0.16511885822233588,-1.644572819008784,TPM:Adult-In8,allKI,mouse
Dopaminergic Neuroblast,1,0.9708,0.11812196498575286,-0.7594812612137284,TPM:Adult-In8,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.961,0.20699497468612546,-0.8913576064293475,TPM:Adult-In8,allKI,mouse
Embryonic GABAergic Neuron,1,0.9182,0.41993202431201976,-1.2311570490897712,TPM:Adult-In8,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.8925,0.4132561499892587,-1.1509533528408316,TPM:Adult-In8,allKI,mouse
endothelial-mural,1,0.1349,1.6380067789140358,0.5624633510797218,TPM:Adult-In8,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.7274,0.5702665913215647,-0.5266026208511003,TPM:Adult-In8,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.7686,0.6670258925489979,-0.6678090191937197,TPM:Adult-In8,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.7897,0.5934749014751327,-0.4550008903290073,TPM:Adult-In8,allKI,mouse
interneurons,1,0.8247,0.5854339038890278,-0.8143909456673953,TPM:Adult-In8,allKI,mouse
Medium Spiny Neuron,1,0.3142,1.106304173468846,0.1389807510512718,TPM:Adult-In8,allKI,mouse
microglia,1,0.0871,2.2732327697771453,0.8660976497731877,TPM:Adult-In8,allKI,mouse
Neural Progenitors,1,0.9819,0.09932317992146386,-0.8988813227723894,TPM:Adult-In8,allKI,mouse
Neuroblasts,1,0.9492,0.30634108808914656,-1.2051560651304587,TPM:Adult-In8,allKI,mouse
Oligodendrocyte Precursor,1,6e-4,5.120102403371881,6.055340812624968,TPM:Adult-In8,allKI,mouse
Oligodendrocytes,1,0.3819,0.9037457736448314,-0.10322582366824057,TPM:Adult-In8,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.9313,0.34411231339188814,-1.0670660212721141,TPM:Adult-In8,allKI,mouse
pyramidal CA1,1,0.0468,2.107026309574361,2.1877345997478725,TPM:Adult-In8,allKI,mouse
pyramidal SS,1,0.334,1.101468214913673,0.18643727978361477,TPM:Adult-In8,allKI,mouse
Radial glia like cells,1,0.699,0.6075309193328653,-0.555029394515247,TPM:Adult-In8,allKI,mouse
Serotonergic Neuron,1,0.5784,0.8711599839873206,-0.2681635233784407,TPM:Adult-In8,allKI,mouse
Striatal Interneuron,1,0.8509,0.4359549435262246,-0.7828963073489633,TPM:Adult-In8,allKI,mouse
Vascular Leptomeningeal Cells,1,0.9407,0.07922999488564052,-0.5263872989986507,TPM:Adult-In8,allKI,mouse
ASC,1,0.7206,0.6615690317243244,-0.5869630465430984,TPM:Adult-In8,DRONC_mouse,mouse
ChP,1,0.1044,1.8896091917975824,1.025138589324116,TPM:Adult-In8,DRONC_mouse,mouse
END,1,0.7823,0.4583228550188858,-0.7723399747556372,TPM:Adult-In8,DRONC_mouse,mouse
exCA,1,0.4079,1.0670547998050874,0.14364291487131245,TPM:Adult-In8,DRONC_mouse,mouse
exDG,1,0.1805,1.4036931895195397,0.8136337147058236,TPM:Adult-In8,DRONC_mouse,mouse
exPFC,1,0.6335,0.8347214917854741,-0.38445429916862117,TPM:Adult-In8,DRONC_mouse,mouse
GABA,1,0.7617,0.6466060496665342,-0.658201197225314,TPM:Adult-In8,DRONC_mouse,mouse
MG,1,0.1828,1.355181240112831,0.648404190977839,TPM:Adult-In8,DRONC_mouse,mouse
ODC,1,0.8365,0.4205801382938178,-0.6837499508456752,TPM:Adult-In8,DRONC_mouse,mouse
OPC,1,0.0761,1.7956391271353986,1.418336594076836,TPM:Adult-In8,DRONC_mouse,mouse
SMC,1,0.9334,0.3655781045662145,-1.1303310855448414,TPM:Adult-In8,DRONC_mouse,mouse
astrocytes_ependymal,1,0.7879,0.6281692290019028,-0.830209737184767,TPM:Adult-Micro,allKI,mouse
Dopaminergic Adult,1,1,0.2592304463882187,-2.9501252719846627,TPM:Adult-Micro,allKI,mouse
Dopaminergic Neuroblast,1,1,0.1725342667810732,-2.135618090406302,TPM:Adult-Micro,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.1136,1.3316605427633987,0.9383091969663586,TPM:Adult-Micro,allKI,mouse
Embryonic GABAergic Neuron,1,0.9788,0.6162086648279558,-1.6360350293348593,TPM:Adult-Micro,allKI,mouse
Embryonic midbrain nucleus neurons,1,1,0.3284461324654125,-2.3283048816365044,TPM:Adult-Micro,allKI,mouse
endothelial-mural,1,0.1703,1.4608380038185764,0.9328206930053763,TPM:Adult-Micro,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.8833,0.7093903921077105,-1.0209017852469133,TPM:Adult-Micro,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.3269,1.0414050292807415,0.14014639116346014,TPM:Adult-Micro,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.3824,0.9821176407830722,-0.05082250117631072,TPM:Adult-Micro,allKI,mouse
interneurons,1,0.9997,0.4079605183303436,-2.4767857410346763,TPM:Adult-Micro,allKI,mouse
Medium Spiny Neuron,1,0.9994,0.2564446810910855,-1.7742827662696934,TPM:Adult-Micro,allKI,mouse
microglia,1,0,12.537905251312903,18.226351237825362,TPM:Adult-Micro,allKI,mouse
Neural Progenitors,1,0.9631,0.49261808092771375,-1.314556198056637,TPM:Adult-Micro,allKI,mouse
Neuroblasts,1,0.9657,0.5842376190643974,-1.171451683525308,TPM:Adult-Micro,allKI,mouse
Oligodendrocyte Precursor,1,0.9437,0.5940794087386186,-1.1718137051684399,TPM:Adult-Micro,allKI,mouse
Oligodendrocytes,1,0.5375,0.8505252760883171,-0.3527836420483196,TPM:Adult-Micro,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.9725,0.5842870391957936,-1.5045711604448224,TPM:Adult-Micro,allKI,mouse
pyramidal CA1,1,0.9998,0.42528183942299913,-2.4565769454488455,TPM:Adult-Micro,allKI,mouse
pyramidal SS,1,1,0.298922865441665,-3.0609591963803626,TPM:Adult-Micro,allKI,mouse
Radial glia like cells,1,0.7111,0.8069208323282475,-0.6300994869693227,TPM:Adult-Micro,allKI,mouse
Serotonergic Neuron,1,0.9996,0.35033280785750215,-2.270747714976658,TPM:Adult-Micro,allKI,mouse
Striatal Interneuron,1,0.4299,0.981696376003586,-0.055432866787334,TPM:Adult-Micro,allKI,mouse
Vascular Leptomeningeal Cells,1,0.6834,0.5547186061266096,-0.6290111475815219,TPM:Adult-Micro,allKI,mouse
ASC,1,0.9722,0.5927490709888706,-1.5704042403481826,TPM:Adult-Micro,DRONC_mouse,mouse
ChP,1,0.7725,0.700223963995968,-0.7924109100273266,TPM:Adult-Micro,DRONC_mouse,mouse
END,1,0.8107,0.7404677857752545,-0.8913025416094625,TPM:Adult-Micro,DRONC_mouse,mouse
exCA,1,0.9999,0.36133032720508296,-3.0077521924416004,TPM:Adult-Micro,DRONC_mouse,mouse
exDG,1,0.9996,0.39843374371126455,-2.773607238252171,TPM:Adult-Micro,DRONC_mouse,mouse
exPFC,1,1,0.2970305378211779,-3.4816381412885233,TPM:Adult-Micro,DRONC_mouse,mouse
GABA,1,0.9993,0.4545176969138949,-2.5542198709590247,TPM:Adult-Micro,DRONC_mouse,mouse
MG,1,0,4.2883751639177845,11.456952669281012,TPM:Adult-Micro,DRONC_mouse,mouse
ODC,1,0.9999,0.28668166501414694,-2.3566375887809996,TPM:Adult-Micro,DRONC_mouse,mouse
OPC,1,1,0.1779812135000216,-3.0588431874137543,TPM:Adult-Micro,DRONC_mouse,mouse
SMC,1,0.5884,0.9088804202339487,-0.34673630163083946,TPM:Adult-Micro,DRONC_mouse,mouse
astrocytes_ependymal,1,0.0105,2.057988660755759,2.9301052310049522,TPM:Adult-Oligo,allKI,mouse
Dopaminergic Adult,1,0.0095,1.6087671376735146,3.0075164384725355,TPM:Adult-Oligo,allKI,mouse
Dopaminergic Neuroblast,1,0.9984,0.4147547259258978,-1.9385390505944475,TPM:Adult-Oligo,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.9753,0.6162528727171478,-1.5430394278669102,TPM:Adult-Oligo,allKI,mouse
Embryonic GABAergic Neuron,1,1,0.27034519739731794,-3.912298194876846,TPM:Adult-Oligo,allKI,mouse
Embryonic midbrain nucleus neurons,1,1,0.3273372551810309,-3.063058630275072,TPM:Adult-Oligo,allKI,mouse
endothelial-mural,1,0.9355,0.5251431865691125,-1.2393533780432844,TPM:Adult-Oligo,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.9686,0.6697331529438725,-1.5969431940524146,TPM:Adult-Oligo,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.99,0.6714042503327462,-1.7524001161681935,TPM:Adult-Oligo,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.966,0.711867316030137,-1.2813979846590735,TPM:Adult-Oligo,allKI,mouse
interneurons,1,0.9984,0.5721896965583235,-2.2779371936148354,TPM:Adult-Oligo,allKI,mouse
Medium Spiny Neuron,1,0.5528,0.9113568294391994,-0.28486601794616134,TPM:Adult-Oligo,allKI,mouse
microglia,1,0.8903,0.4780193945859174,-1.0539061794807838,TPM:Adult-Oligo,allKI,mouse
Neural Progenitors,1,0.9957,0.45531202500151896,-1.7489228562369148,TPM:Adult-Oligo,allKI,mouse
Neuroblasts,1,1,0.3539179396488702,-2.4738235575130743,TPM:Adult-Oligo,allKI,mouse
Oligodendrocyte Precursor,1,0.0378,1.6294415911790463,2.1565350344192793,TPM:Adult-Oligo,allKI,mouse
Oligodendrocytes,1,0,10.628078817143033,26.114585424343524,TPM:Adult-Oligo,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.9676,0.6707917197559461,-1.5650672511145642,TPM:Adult-Oligo,allKI,mouse
pyramidal CA1,1,0.9346,0.7533236265557524,-1.3482805038853618,TPM:Adult-Oligo,allKI,mouse
pyramidal SS,1,0.5817,0.9523530018708918,-0.2706304617987322,TPM:Adult-Oligo,allKI,mouse
Radial glia like cells,1,0.9999,0.40045797217241214,-2.454407513514659,TPM:Adult-Oligo,allKI,mouse
Serotonergic Neuron,1,0.9999,0.36394601909498187,-2.816961922977519,TPM:Adult-Oligo,allKI,mouse
Striatal Interneuron,1,0.9929,0.5335065063655344,-1.6776337059041209,TPM:Adult-Oligo,allKI,mouse
Vascular Leptomeningeal Cells,1,0.3412,1.1046655489377029,0.1934622109351577,TPM:Adult-Oligo,allKI,mouse
ASC,1,0.0601,1.3762815662176189,1.6998889820297984,TPM:Adult-Oligo,DRONC_mouse,mouse
ChP,1,0.5554,0.9207474818495853,-0.25305722317008106,TPM:Adult-Oligo,DRONC_mouse,mouse
END,1,0.9996,0.3528070109691657,-2.546994222486581,TPM:Adult-Oligo,DRONC_mouse,mouse
exCA,1,0.9818,0.6679678176101486,-1.9663720124300703,TPM:Adult-Oligo,DRONC_mouse,mouse
exDG,1,0.727,0.8850711468362867,-0.6254485664849995,TPM:Adult-Oligo,DRONC_mouse,mouse
exPFC,1,1,0.43974380111816824,-3.6585144551263085,TPM:Adult-Oligo,DRONC_mouse,mouse
GABA,1,1,0.36502061885905884,-3.4355526324040855,TPM:Adult-Oligo,DRONC_mouse,mouse
MG,1,0.1916,1.180991421286777,0.8273000969012508,TPM:Adult-Oligo,DRONC_mouse,mouse
ODC,1,0,6.729009555104812,21.234006566399227,TPM:Adult-Oligo,DRONC_mouse,mouse
OPC,1,0.8198,0.7961819668196654,-0.885976605841102,TPM:Adult-Oligo,DRONC_mouse,mouse
SMC,1,0.9966,0.5778204242153522,-2.0370638818904143,TPM:Adult-Oligo,DRONC_mouse,mouse
astrocytes_ependymal,1,0.2865,1.1398619894015387,0.4727183202455991,TPM:Adult-OPC,allKI,mouse
Dopaminergic Adult,1,0.8197,0.8578791150002999,-0.8757475211228942,TPM:Adult-OPC,allKI,mouse
Dopaminergic Neuroblast,1,1,0.4005450024373384,-2.4322337018376063,TPM:Adult-OPC,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.3397,1.0463760535767466,0.20752203256680327,TPM:Adult-OPC,allKI,mouse
Embryonic GABAergic Neuron,1,0.9825,0.7358137257285373,-1.789234932119207,TPM:Adult-OPC,allKI,mouse
Embryonic midbrain nucleus neurons,1,1,0.5012526672385391,-2.9499526511716563,TPM:Adult-OPC,allKI,mouse
endothelial-mural,1,0.5066,0.9388459374311311,-0.18090522455339245,TPM:Adult-OPC,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.677,0.897417827950453,-0.5445811482755657,TPM:Adult-OPC,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.6048,0.9418775200487696,-0.3545572239822406,TPM:Adult-OPC,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.6269,0.9051961599890238,-0.45630875247441166,TPM:Adult-OPC,allKI,mouse
interneurons,1,0.9996,0.5959297158404202,-2.7330029990146025,TPM:Adult-OPC,allKI,mouse
Medium Spiny Neuron,1,0.9459,0.6824837277681004,-1.2699786849455257,TPM:Adult-OPC,allKI,mouse
microglia,1,0,7.457276887928526,14.977747257906568,TPM:Adult-OPC,allKI,mouse
Neural Progenitors,1,0.9933,0.5336466321621288,-1.8333090277101345,TPM:Adult-OPC,allKI,mouse
Neuroblasts,1,0.9832,0.6677119455471618,-1.5250361148285014,TPM:Adult-OPC,allKI,mouse
Oligodendrocyte Precursor,1,2e-4,2.5203718324553543,6.242486382144072,TPM:Adult-OPC,allKI,mouse
Oligodendrocytes,1,0.7327,0.8047788341545484,-0.707715618292202,TPM:Adult-OPC,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.9943,0.6393319129948076,-2.141162437039499,TPM:Adult-OPC,allKI,mouse
pyramidal CA1,1,0.8842,0.8274577002543998,-1.1231655108010399,TPM:Adult-OPC,allKI,mouse
pyramidal SS,1,0.9992,0.6167995733994714,-2.5894297649705766,TPM:Adult-OPC,allKI,mouse
Radial glia like cells,1,0.0344,1.4364436372671194,2.0728428040770326,TPM:Adult-OPC,allKI,mouse
Serotonergic Neuron,1,0.9963,0.6247380071431218,-2.0088684988433587,TPM:Adult-OPC,allKI,mouse
Striatal Interneuron,1,0.1732,1.195288665192934,0.8559985277101622,TPM:Adult-OPC,allKI,mouse
Vascular Leptomeningeal Cells,1,0.9305,0.48059803959540276,-1.1328684743178379,TPM:Adult-OPC,allKI,mouse
ASC,1,0.1143,1.2104888521048935,1.2321269832000914,TPM:Adult-OPC,DRONC_mouse,mouse
ChP,1,0.6704,0.8705016616934577,-0.5127413258625978,TPM:Adult-OPC,DRONC_mouse,mouse
END,1,1,0.33405735475233156,-3.4135390898738454,TPM:Adult-OPC,DRONC_mouse,mouse
exCA,1,0.9558,0.783687666309727,-1.6026718865146026,TPM:Adult-OPC,DRONC_mouse,mouse
exDG,1,0.9756,0.7434587564834759,-1.8145286259502542,TPM:Adult-OPC,DRONC_mouse,mouse
exPFC,1,0.9966,0.6994302604375813,-2.3514266353144797,TPM:Adult-OPC,DRONC_mouse,mouse
GABA,1,0.8907,0.8389621783582073,-1.1866081206698906,TPM:Adult-OPC,DRONC_mouse,mouse
MG,1,0,2.6182217810396673,9.32617436585098,TPM:Adult-OPC,DRONC_mouse,mouse
ODC,1,0.9999,0.5006834950496495,-2.566499525658618,TPM:Adult-OPC,DRONC_mouse,mouse
OPC,1,0.0188,1.4237237613294105,2.4215331508209506,TPM:Adult-OPC,DRONC_mouse,mouse
SMC,1,0.6218,0.9347746605799417,-0.4018671962018119,TPM:Adult-OPC,DRONC_mouse,mouse
astrocytes_ependymal,1,0.9387,0.5889580795967518,-1.3072285708187834,TPM:Adult-OtherNeuron,allKI,mouse
Dopaminergic Adult,1,0.6286,0.925672265694254,-0.40097142422611287,TPM:Adult-OtherNeuron,allKI,mouse
Dopaminergic Neuroblast,1,1,0.3183714923438114,-2.547231035589704,TPM:Adult-OtherNeuron,allKI,mouse
Embryonic Dopaminergic Neuron,1,1,0.3617735126400149,-2.9479639631098777,TPM:Adult-OtherNeuron,allKI,mouse
Embryonic GABAergic Neuron,1,0.9981,0.6193999236185642,-2.2994295376384115,TPM:Adult-OtherNeuron,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.8555,0.8126992616365051,-0.9694943148825167,TPM:Adult-OtherNeuron,allKI,mouse
endothelial-mural,1,0.992,0.43809905387213677,-1.5928272399280317,TPM:Adult-OtherNeuron,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.0166,1.4810393712696943,2.5639771411916126,TPM:Adult-OtherNeuron,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.0074,1.6730623450470425,3.6441064522167177,TPM:Adult-OtherNeuron,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.0728,1.3857078082717953,1.7713389624095464,TPM:Adult-OtherNeuron,allKI,mouse
interneurons,1,0,4.154837413092865,18.829716114020666,TPM:Adult-OtherNeuron,allKI,mouse
Medium Spiny Neuron,1,0.3818,1.0303270297156397,0.11408881193333845,TPM:Adult-OtherNeuron,allKI,mouse
microglia,1,1,0.15952323773905566,-1.8688674254233597,TPM:Adult-OtherNeuron,allKI,mouse
Neural Progenitors,1,0.9998,0.35588061999619336,-2.3516510193858844,TPM:Adult-OtherNeuron,allKI,mouse
Neuroblasts,1,1,0.37969970986617546,-2.461877964772566,TPM:Adult-OtherNeuron,allKI,mouse
Oligodendrocyte Precursor,1,0.9991,0.49986346545685695,-2.0351277185451067,TPM:Adult-OtherNeuron,allKI,mouse
Oligodendrocytes,1,0.9913,0.521850400312864,-1.6338658388896337,TPM:Adult-OtherNeuron,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.5219,0.9667679147486216,-0.1741611193641146,TPM:Adult-OtherNeuron,allKI,mouse
pyramidal CA1,1,0.9008,0.8027464304195849,-1.2130909807752024,TPM:Adult-OtherNeuron,allKI,mouse
pyramidal SS,1,0.9978,0.6245272918807072,-2.3515506225754392,TPM:Adult-OtherNeuron,allKI,mouse
Radial glia like cells,1,1,0.4273929095897156,-2.5000172349068346,TPM:Adult-OtherNeuron,allKI,mouse
Serotonergic Neuron,1,0.361,1.0438873746157429,0.22545912445831803,TPM:Adult-OtherNeuron,allKI,mouse
Striatal Interneuron,1,0,3.91395439884421,12.965968139125447,TPM:Adult-OtherNeuron,allKI,mouse
Vascular Leptomeningeal Cells,1,0.8681,0.5231899400190606,-0.9767262600084895,TPM:Adult-OtherNeuron,allKI,mouse
ASC,1,0.7198,0.890214309857533,-0.6110586632879441,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
ChP,1,0.7642,0.792581882378073,-0.7707379160969674,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
END,1,1,0.36556162607479287,-2.968474703458141,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
exCA,1,0.9059,0.8076574409605672,-1.2528186490262299,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
exDG,1,0.656,0.933272943548811,-0.43370384356442715,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
exPFC,1,0.9338,0.807848024456663,-1.4667911421628828,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
GABA,1,0,3.9907269345986833,19.264477829667722,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
MG,1,0.8478,0.8192319843683707,-0.9749914328802197,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
ODC,1,0.8921,0.7558219195932364,-1.1557954646128168,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
OPC,1,0.7952,0.837307110874303,-0.8491879157815913,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
SMC,1,0.1227,1.1920798359882383,1.1732438787870603,TPM:Adult-OtherNeuron,DRONC_mouse,mouse
astrocytes_ependymal,1,0.9297,0.5042047540181664,-1.066758938656768,TPM:Dev-quiescent,allKI,mouse
Dopaminergic Adult,1,0.9958,0.46045150527133555,-2.076885908380017,TPM:Dev-quiescent,allKI,mouse
Dopaminergic Neuroblast,1,0.012,2.4230008878918814,3.4073953264072636,TPM:Dev-quiescent,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.01,2.3145383281746756,3.576172430836816,TPM:Dev-quiescent,allKI,mouse
Embryonic GABAergic Neuron,1,9e-4,2.1160184105391107,4.82232668042306,TPM:Dev-quiescent,allKI,mouse
Embryonic midbrain nucleus neurons,1,8e-4,2.663896849864391,6.078871103311226,TPM:Dev-quiescent,allKI,mouse
endothelial-mural,1,0.9997,0.19195257447452455,-1.477203795546042,TPM:Dev-quiescent,allKI,mouse
